Requirement Text,Type
"Access to editing booking, billing, and car information shall be limited to authorized personnel.",NFR
"User shall be able to interact with the text-based command-line interface of the system, which is provided as a method of interaction for users and administrators.",FR
"System shall support multiple command-line interface modes such as Fastkramch, Bcturch, Muhturch, and ]madbtanam, offering different functionalities based on user requirements.",FR
The system shall provide a structured experience for users to navigate through commands tailored to their needs.,FR
System shall help users quickly execute commands by providing autocomplete suggestions for keywords and command options.,FR
"The system shall handle commands entered by users and execute them based on the specified parameters, ensuring proper feedback and response to user actions.",FR
The system shall maintain a history of executed commands for users to reference and repeat or modify as needed.,FR
"The system shall support a wide range of commands and command options for users to perform various tasks, such as data manipulation, configuration, Management, and troubleshooting, etc.",FR
User shall be able to interact with the text-based command-line interface of the system.,NFR
System shall provide a secure environment for user interaction with the command-line interface.,NFR
"The command-line interface shall have a response time of less than 5 seconds, ensuring efficient user interaction.",NFR
"The system shall ensure a high level of security in handling user inputs and commands, protecting against potential threats and vulnerabilities.",NFR
The security requirements of the system shall adhere to industry standards and best practices.,NFR
The system shall authenticate users and authorize their access to specific functionalities based on their role and permissions.,NFR
User inputs and commands shall be validated to prevent unauthorized access or malicious actions within the system.,NFR
The system shall enforce data privacy and confidentiality measures to protect sensitive information handled within the command-line interface.,NFR
User shall be able to set performance expectations for the system.,NFR
System shall meet user-defined performance expectations.,NFR
User shall be able to input data without experiencing delays.,NFR
System shall provide timely responses to user inputs.,NFR
User shall be able to report errors encountered during system use.,NFR
System shall handle errors effectively to prevent system failures.,NFR
User shall be able to rely on the system's stability and robustness.,NFR
System shall avoid or manage potential disasters and errors autonomously.,NFR
User shall be able to run the system on different platforms if necessary.,NFR
System shall ensure compatibility and adaptability across various platforms.,NFR
User shall find the system easy to navigate and use.,NFR
System shall provide a user-friendly interface for seamless interaction.,NFR
User shall be able to ensure compliance with established standards.,NFR
System shall adhere to specified standards for operations and data handling.,NFR
User shall provide hardware specifications and limitations.,NFR
System shall operate within the defined hardware constraints.,NFR
User shall require fault-tolerant system design where necessary.,NFR
System shall implement fault-tolerant mechanisms to ensure system reliability.,NFR
User shall specify security measures and access controls.,NFR
System shall enforce security protocols to safeguard data and operations.,NFR
User shall specify minimum and preferred hardware requirements.,NFR
System shall function optimally within the specified hardware configurations.,NFR
User shall specify software requirements and dependencies.,NFR
System shall operate on compatible software platforms and environments.,NFR
User shall ensure software meets defined quality attributes.,NFR
System shall adhere to specified quality attributes such as security and portability.,NFR
User shall expect secure transactions with SSL encryption.,NFR
System shall automatically log out inactive users.,NFR
User shall not have their passwords stored in cookies.,NFR
System's back-end servers shall only be accessible to authenticated management.,NFR
User shall rely on the overall project's reliability.,NFR
System's reliability depends on continuous backup of the database.,NFR
User shall expect continuous system availability.,NFR
System shall ensure 24/7 availability with minimal downtime.,NFR
User shall have access to a customer-friendly system.,NFR
System shall provide a replacement page in case of hardware failure or database corruption.,NFR
User shall rely on the system's maintainability.,NFR
System shall use a commercial database and application server for maintenance.,NFR
User shall expect efficient re-initialization in case of failure.,NFR
System shall ensure supportability through well-documented code and modules.,NFR
User shall have access to online user documentation and help system.,FR
"User shall be able to move an activity by selecting it on the canvas, performing a mouse down action, dragging it to the desired location, and releasing the mouse.",FR
"Alternatively, the user can push the up, down, right, and left keys of the keyboard to move the activity.",FR
"User shall be able to delete an activity by selecting it on the canvas and clicking the ""Delete"" button on the user GUI.",FR
"Alternatively, the user can push the delete key of the keyboard to delete the activity.",FR
"User shall be able to delete a connection by selecting it and clicking the ""Delete"" button.",FR
"Alternatively, the user can push the delete key of the keyboard to delete the connection.",FR
User shall be able to select items by clicking on an empty place on the canvas and dragging the mouse to select desired items.,FR
"Alternatively, the user can hold the ""Ctrl"" key and click on desired activities and connections to select them.",FR
"User shall be able to cut items by selecting them and clicking the ""Cut"" button.",FR
"Alternatively, the user can push the ""Ctrl+X"" key combination or right-click the mouse and select the ""Cut Item"" button from the context menu.",FR
"User shall be able to copy items by selecting them and clicking the ""Copy"" button.",FR
"Alternatively, the user can push the ""Ctrl+C"" key combination or right-click the mouse and select the ""Copy Item"" button from the context menu.",FR
"User shall be able to paste items by clicking the ""Paste"" button.",FR
"Alternatively, the user can push the ""Ctrl+V"" key combination or right-click the mouse and select the ""Paste Item"" button from the context menu.",FR
"User shall be able to zoom in or out by clicking the ""Zoom In"" or ""Zoom Out"" button.",FR
User shall be able to load a document with 50 activities and 50 connections within 1 second on the client side.,NFR
System shall be able to ensure that common operations on an equivalent document are completed within 0.2 seconds.,NFR
User shall be able to save a document of similar size within 0.5 seconds.,NFR
System shall be able to create a connection between activities within 0.1 second.,NFR
"System shall be able to efficiently write client-side data to the disk and retrieve database data on the server side, with a target time of approximately 0.5 seconds for each operation.",NFR
System shall use C# programming language on the server side for compatibility with WF.Net and ease of manipulation of XAML.,NFR
"System shall employ HTML5, JavaScript, Processing-JS, Ext-JS, and Ajax on the client side for dynamic user interaction and server communication.",NFR
User shall be able to access and interact with the system directly through their web browser without additional tools.,NFR
System shall adhere to usability standards outlined by the World Wide Web Consortium (W3C) for intuitive and user-friendly interface design.,NFR
System shall ensure accessibility across all major web browsers available on the market without restrictions.,NFR
"User shall be able to access all stored data, including student details, faculty members details, student queries and solutions, and course information, from a single centralized database.",FR
System shall provide electronic course study materials to students.,FR
"System shall display course details, fee structure, and notices for students on the site.",FR
"User shall be able to access the site with three different interfaces based on their role: student, faculty, or administrator.",FR
Each user shall have a unique username and password to access their account on the site.,FR
Students shall be able to take mock tests for their courses and evaluate their performance.,FR
Faculties shall be able to upload lectures to the site for students to access.,FR
"User shall be able to access the application on all major web browsers without any slowdown, even during peak hours.",NFR
System shall maintain the quality of service without any compromise on performance.,NFR
The server hosting the E-learning web application shall have its own security measures to prevent unauthorized write/delete access.,NFR
System shall implement advanced secure login algorithms to provide secure login to users.,NFR
System shall grant access only to authorized users to ensure security.,NFR
"User ID and password shall not be shared with anyone, including students, faculty, or any other individuals.",NFR
User shall be able to watch videos by selecting them.,FR
System shall play the selected video.,FR
User shall be able to search for videos or channels by typing their names.,FR
System shall display whether the video/channel is found or not.,FR
User shall be able to like or dislike videos using buttons.,FR
System shall update the likes/dislikes of videos in the database.,FR
User shall be able to share videos on other social media platforms by pressing the share button.,FR
System shall verify the user's social media account details and share the video link.,FR
User shall be able to view videos in full screen mode by pressing the full screen option button.,FR
System shall display the video in full screen resolution.,FR
User shall be able to change the quality of the video by selecting the desired resolution.,FR
System shall change the resolution of the video and display it accordingly.,FR
User shall be able to upload videos to their channel.,FR
System shall display the uploaded videos on the user's channel.,FR
User shall be able to block other users.,FR
System shall add the blocked user to the user's blocked list in the database.,FR
User shall be able to comment on videos.,FR
System shall store and display the user's comments.,FR
User shall be able to view their watch history.,FR
System shall scan the watch history in the database and display it to the user.,FR
User shall be able to remove uploaded videos from their channel.,FR
System shall check the details in the database and perform the delete operation.,FR
User shall receive notifications about new uploads in their channel after logging in.,FR
System shall quickly identify new uploads in other channels and notify the user's channel database.,FR
User shall be able to add interests.,FR
"System shall check the information and process the request, providing regular updates on those interests.",FR
User shall be able to update or edit their profile appearance.,FR
System shall change the edited details in the database and reflect them on the user's profile page.,FR
"User shall be able to manage settings such as alternate email address, phone number, preferred language, or password.",FR
System shall check the information and apply the changes to the user's account.,FR
"User shall be able to manage privacy settings such as who can view their profile, connections, and sharing data with third parties.",FR
System shall check the information and apply the changes to the user's account.,FR
"User interface should be attractive and easily understandable, requiring no assistance to use the website.",NFR
"System should be able to operate efficiently on slow connections, ensuring fast and steady data flow.",NFR
Data of the user should be regularly synchronized between their device and the database for auto save functionality.,NFR
"System must ensure safety by protecting from intruders, ensuring unique IDs for each user, and requiring unique admin ID.",NFR
"Website should be multi-platform, capable of running on different operating systems.",NFR
"Users are advised to change their password every 30 days, and maximum 3 login attempts should be allowed.",NFR
Website must be connected to a web server to make it available worldwide.,NFR
User details and data should be stored securely in a database provided by the server.,NFR
"User shall be able to create a Gmail account by providing personal details like name, gender, password, mobile number, and location.",FR
System shall store the user's details in the database for account creation.,FR
User shall be able to log in to Gmail using their email id and password.,FR
"Upon successful login, user shall be able to send and receive emails.",FR
"User shall be able to compose emails by clicking on the compose button and entering recipient email, subject, and message.",FR
"User shall have the option to attach files to emails, with a file size limit of 25 MB.",FR
User shall be able to send composed emails by clicking on the send button.,FR
User shall be able to archive emails to hide them from the inbox.,FR
User shall be able to mark suspicious emails as spam by clicking on the spam button.,FR
System shall automatically move some emails to the spam folder and may block the sender of spam messages.,FR
"User shall be able to differentiate between primary, social, and promotional emails based on email tabs.",FR
"System shall analyze emails and categorize them automatically into primary, social, or promotional categories.",FR
User shall be able to delete emails from their inbox or other folders.,FR
System shall provide an option for users to organize emails into folders or labels for better management.,FR
User shall have the ability to search for specific emails using keywords or filters.,FR
System shall allow users to create drafts of emails that can be saved and edited later before sending.,FR
User shall be able to forward received emails to other email addresses.,FR
System shall provide an option for users to set up automatic email forwarding rules.,FR
User shall have the ability to mark emails as important or star them for future reference.,FR
System shall provide a feature to schedule emails to be sent at a later time.,FR
User shall be able to set up email signatures to be automatically added to outgoing emails.,FR
System shall offer keyboard shortcuts for efficient navigation and operation within Gmail.,FR
User shall have the option to customize the layout and appearance of their Gmail inbox.,FR
"System shall provide notifications for new incoming emails, calendar events, and other relevant updates.",FR
User shall be able to access Gmail from multiple devices and platforms seamlessly.,FR
System shall ensure data security and privacy by encrypting emails and implementing robust authentication mechanisms.,FR
User shall have the option to enable two-factor authentication for added security.,FR
System shall regularly update and maintain the Gmail platform to ensure optimal performance and security.,FR
User shall be provided with a comprehensive help and support system to address any issues or queries related to Gmail usage.,FR
"System shall offer integration with other Google services such as Google Drive, Google Calendar, and Google Contacts for enhanced productivity.",FR
The product shall implement caching mechanisms to optimize load times and reduce server requests.,NFR
The system shall support content delivery networks (CDNs) to distribute content efficiently across different geographic locations.,NFR
The system shall implement secure authentication protocols such as OAuth or OpenID Connect for user authentication.,NFR
User passwords shall be stored securely using industry-standard hashing algorithms with salt.,NFR
"Access to sensitive user data, such as credit card information, shall be restricted to authorized personnel only, with proper access controls in place.",NFR
The user interface shall adhere to responsive design principles to ensure optimal viewing and interaction experience across various devices and screen sizes.,NFR
"Accessibility features, such as keyboard navigation and screen reader compatibility, shall be implemented to cater to users with disabilities.",NFR
Automated testing procedures shall be implemented to detect and mitigate software bugs and errors before deployment.,NFR
The system shall have failover mechanisms in place to switch to backup servers seamlessly in the event of hardware failures or network disruptions.,NFR
Regular maintenance and monitoring procedures shall be established to identify and address potential reliability issues proactively.,NFR
Load balancing techniques shall be employed to distribute incoming traffic evenly across multiple servers and prevent server overload.,NFR
The system shall have redundant power supplies and backup generators to ensure uninterrupted service during power outages.,NFR
"Automated backup procedures shall be implemented to create regular backups of critical data and configurations, reducing the risk of data loss in case of hardware failures or disasters.",NFR
"These additional non-functional requirements aim to further enhance the performance, security, user experience, reliability, and availability of the system.",NFR
User shall be able to create a new account by entering personal details.,FR
System shall be able to register new users and store their information securely in the database.,FR
User shall be able to create an account using their Google or Facebook credentials.,FR
System shall be able to authenticate users using their Google or Facebook accounts and register them accordingly.,FR
User shall be able to view product details upon selection.,FR
System shall be able to display relevant information about selected products.,FR
"User shall be able to view the price of selected products, including any applicable discounts.",FR
System shall be able to calculate and display the cost of products along with any discounts offered by vendors.,FR
User shall be able to log in with valid credentials.,FR
System shall be able to authenticate user credentials and grant access to the user account.,FR
User shall receive a notification if login credentials are invalid.,FR
System shall alert users if login credentials are incorrect or if the account does not exist.,FR
"User shall be able to complete transactions, including managing the shopping cart.",FR
"System shall facilitate the process of adding, removing, and managing items in the shopping cart during transactions.",FR
"User shall be able to generate reports, including stock, order, and delivery reports.",FR
"System shall provide functionalities to generate comprehensive reports on stock availability, orders, and deliveries.",FR
User shall be able to view order reports displaying product details and customer information.,FR
System shall generate order reports containing information about ordered products and customers' details for undelivered orders.,FR
User shall be able to track delivery status by providing necessary information.,FR
"System shall enable users to track the status of their deliveries by entering relevant details such as name, age, mobile number, and address.",FR
User shall be able to log out securely.,FR
"System shall ensure users can log out of their accounts securely, preventing unauthorized access.",FR
"User shall have uninterrupted access to the system via a web browser, subject only to server downtime.",NFR
System shall display a replacement page in case of hardware failure or database corruption.,NFR
System shall retrieve backups of the database from the server and save them in case of hardware failure or database corruption.,NFR
System shall use SSL (secured socket layer) in all transactions involving confidential customer information.,NFR
System shall automatically log out users after a period of inactivity.,NFR
System shall not store any cookies containing user passwords on the customer’s computer.,NFR
System’s back-end servers shall only be accessible to authenticated administrators.,NFR
System shall store all databases on redundant computers with automatic switchover for enhanced reliability.,NFR
The overall reliability of the system depends on the reliability of individual components.,NFR
System shall continuously maintain and update backups of the database to reflect the most recent changes.,NFR
"System shall utilize a commercial database for database maintenance, with the application server managing the site.",NFR
"In case of failure, the system shall undergo reinitialization.",NFR
System design shall prioritize modularity to facilitate efficient maintenance.,NFR
User shall be able to log in to theaa.com by providing a valid user ID and password.,FR
System shall display a login window on the theaa.com website for each user.,FR
User shall be required to input valid user ID and password to access the website.,FR
"Upon successful login, the system shall redirect the user to the home page of theaa.com.",FR
User shall be able to register on STM by providing valid information.,FR
"System shall display a registration window on the STM website for each user (pedestrians, vehicle owners, traffic police).",FR
User shall provide valid details to create an account on the STM website.,FR
"Upon successful registration, the system shall redirect the user to the validation page of the Admin on STM.",FR
User shall be able to issue complaints to traffic police as pedestrians or vehicle owners.,FR
System shall provide a Complaints Issued dialog box on the website for every user.,FR
"User (vehicle owners, pedestrians) shall provide valid information to traffic police through the admin.",FR
"After submitting the complaint, the system shall display a validation form for every user.",FR
User shall have secure access to confidential data (user's details) using SSL encryption.,NFR
"System shall ensure 24x7 availability, allowing users to access the system at any time.",NFR
System shall be designed with better component design to ensure better performance during peak times.,NFR
A flexible service-based architecture shall be implemented to facilitate future extensions.,NFR
User shall enter the mobile number and receive an OTP for verification.,FR
System shall verify the mobile number and prompt for first name and last name.,FR
Email input shall be optional during sign-up.,FR
"Upon successful verification, the app home page shall be opened.",FR
User shall enter registered name and mobile number for login.,FR
System shall verify the details and navigate to the home page upon correct input.,FR
"User shall provide name, date of birth, place of birth, and time of birth for reading details.",FR
System shall display a successful message after reading and storing the details in the database.,FR
User shall interact with astrologers through calls or chats by selecting required time and type of interaction.,FR
System shall display available astrologers for interaction based on user input.,FR
Astrologers shall sign up by providing personal and skill details and completing an assignment.,FR
"Upon successful signup, the system shall navigate to the app home page with different options.",FR
User shall input current location for displaying today's Panchang.,FR
"System shall display sunrise and sunset timings, nakshatra, sunsign, moonsign, and lagna chart based on the location.",FR
"Settings shall include notification settings, app language change, and help menu.",FR
System shall display information and settings related to the required setting based on user input.,FR
System shall be able to handle a large number of users concurrently.,NFR
Connections for chats and calls must remain uninterrupted.,NFR
User accessibility and information must be secured through appropriate measures.,NFR
Verification of users signing up as astrologers must be ensured.,NFR
Interaction between users must be secured to maintain privacy.,NFR
The system must be recoverable in case of any failures or problems.,NFR
The system should perform its intended function without failure for a specified period.,NFR
Performance must meet specified requirements even under high user load.,NFR
The system must comply with specifications and maintain an acceptable level of performance.,NFR
User shall be able to access the login screen.,FR
User shall be prompted to enter email and password.,FR
System shall verify the entered credentials in the database.,FR
"If the validation fails, system shall prompt ""Wrong email or password"".",FR
"If the validation succeeds, user shall be redirected to the user-home page.",FR
"User shall be able to access the ""forgot password"" page from the login screen.",FR
User shall input their email for password reset.,FR
System shall send OTP to the user's mobile and email.,FR
User shall enter the received OTP.,FR
System shall validate the entered OTP.,FR
"If the validation succeeds, user shall be redirected to the ""Password reset"" page.",FR
"If the validation fails, system shall prompt ""Wrong OTP"".",FR
User shall input a new password.,FR
System shall validate the new password according to specified criteria.,FR
"If the password meets the criteria, system shall prompt ""Password Changed"".",FR
"If the password does not meet the criteria, system shall prompt ""Enter 8 characters"".",FR
User shall be able to create an account by providing personal details.,FR
System shall validate the provided details.,FR
System shall generate and send OTP for mobile and email verification.,FR
User shall input the received OTP for verification.,FR
System shall validate the OTP.,FR
"If the validation succeeds, user shall be redirected to the user-home page.",FR
"If the validation fails, system shall prompt ""OTP doesn’t match"".",FR
"User shall provide additional details such as voter ID, bank account number, etc.",FR
System shall validate the provided details.,FR
"System shall prompt ""OTP sent to mobile and email"" for verification.",FR
"User shall upload necessary files such as birth proof, residence proof, etc.",FR
System shall validate the selected files according to specified criteria.,FR
User shall select the type of passport (Tatkaal or normal).,FR
System shall display the processing fee for the selected type of passport.,FR
User shall enter their full name and date for last time authorization.,FR
"System shall save the application status as ""Payment Pending"" in the database.",FR
System shall redirect the user to the payment gateway for payment.,FR
User shall select the mode of payment.,FR
System shall process the payment and save the transaction number to the database.,FR
System shall display the transaction number for reference.,FR
System shall display the submitted application form with all entered data.,FR
User shall be able to search for recent transactions using the transaction number.,FR
System shall display the payment amount and corresponding application number on successful search.,FR
User shall check the current status of their application using the application number.,FR
System shall display the status of the application on successful search.,FR
User shall be asked for re-submission of documents if necessary.,FR
User shall be able to log out by clicking on the logout button.,FR
System shall destroy the browser session upon logout.,FR
"System shall display a message ""Logged Out"" upon successful logout.",FR
User shall be able to access the login screen for authorized users.,FR
User shall input their email and password.,FR
System shall validate the entered credentials in the database.,FR
"If the validation fails, system shall prompt ""Wrong email or password"".",FR
"If the validation succeeds, user shall be redirected to the authorized-user-home page.",FR
"User shall have the option to choose to view ""tatkaal"" or ""normal"" applicants.",FR
User shall select from the dropdown menu.,FR
System shall redirect to a page with respective selected type.,FR
System shall display all data for pending passport approvals.,FR
User shall be able to list all pending applied passports date wise.,FR
System shall load data from the database.,FR
System shall display all data for pending passport approvals.,FR
"User shall have a ""check"" option corresponding to every passport.",FR
User shall click on any particular passport for checking data.,FR
System shall load the data corresponding to the particular passport reference number.,FR
"System shall display all necessary data, including full name, email, mobile, etc.",FR
"User shall have access to an ""Edit application status"" page.",FR
User shall select from a dropdown menu containing various application status options.,FR
System shall update the status of a particular application number with the selected status.,FR
"System shall display a message ""Status updated"" upon successful update.",FR
User shall be able to log out by clicking on the logout button.,FR
System shall destroy the browser session upon logout.,FR
"System shall display a message ""Logged Out"" upon successful logout.",FR
User shall be able to perform tasks even if thousands of applicants are applying simultaneously.,NFR
System shall maintain uninterrupted connections.,NFR
System shall ensure high data transfer rate.,NFR
System shall maintain a quick response rate.,NFR
Applicants' accessibility shall be ensured in all possible ways.,NFR
Applicants shall be advised to change their passwords monthly.,NFR
System shall utilize SSL (Secured Socket Layer) certificate for protection.,NFR
System shall perform proper validation of data before sending it to the database.,NFR
System shall prioritize security and performance as software quality attributes.,NFR
The passport management website must be available 24 hours a day.,NFR
The passport management website should provide maximal security.,NFR
New features can be added to the passport management system.,NFR
Corrective Maintenance: Any unidentified bugs need to be fixed promptly.,NFR
Adaptive Maintenance: The software should be compatible with all web-browsing capable browsers.,NFR
Perfective Maintenance: New features may be added post product delivery.,NFR
User shall be able to add new patients to the system.,FR
System shall allow front-desk staff to assign a unique ID to each patient and add it to the patient’s record.,FR
Administrative staff in the ward shall be able to delete the patient's ID from the system upon checkout.,FR
Administrative staff in the ward shall be able to update the beds-available list with recently vacated beds.,FR
"HPIMS shall generate patient reports including patient’s PHN, name, ward name, bed number, and assigned doctor’s name.",FR
"HPIMS shall generate bed availability reports including ward name, bed number, and status (occupied/unoccupied).",FR
"Each patient shall have mandatory information including first name, last name, phone number, personal health number, address, postal code, city, country, and patient identification number.",FR
HPIMS shall allow users to update any patient information as necessary.,FR
The system shall provide a login form for users to access the system.,FR
The homepage of Apollo hospitals system shall serve as the main interface for users.,FR
In Patient Registration Form shall capture necessary information for registering patients.,FR
User shall experience response times of 1 second or less when accessing patient information.,NFR
System must support concurrent access by up to 1000 users simultaneously.,NFR
User interface screens shall respond to user inputs within 5 seconds.,NFR
The system must conform to Microsoft Accessibility standards for accessibility compliance.,NFR
The user will select the add task option.,FR
Add task page will be opened consisting of minimum three fields.,FR
First field will be add task name.,FR
Second field will be date of task completion.,FR
Third field will be time of task completion.,FR
"When the user presses add, system must check if the the name, date and time fields are completed.",FR
The fields shall be typed-in or entered through voice command.,FR
The task shall be stored in database.,FR
The system shall warn the user that the particular field is mandatory and allow the user to continue completing.,FR
"The user shall be able to select any task for the previously existing tasks and shall be able to edit its name, date or day.",FR
The user shall select the edit task option.,FR
Edit task page will be opened.,FR
"User shall be able to change name, date or day of the existing task.",FR
Edited task cannot be saved if the new name of it is empty.,FR
System shall prevent saving edits to a task unless a task is selected first.,FR
The user shall select and delete a task in one action.,FR
The system shall confirm deletion of the selected task.,FR
If user answers positive then this task will be deleted else the deleted command will be cancelled.,FR
The user shall be able to view tasks.,FR
User shall select the option of view completed tasks.,FR
System must show any task that is completed in the task list.,FR
"User shall not be able to choose show completed tasks, if these tasks are already shown.",FR
The user shall be able to select the option of view incompleted tasks.,FR
"Upon utilizing this feature, the system shall display all pending tasks.",FR
"If all the tasks are already completed, no task will appear in the view option. ",FR
The system shall smartly categorize tasks and group all similar ones together.,FR
The user shall choose their desired alarm tone.,FR
The system shall remind the user of the task with their chosen ringtone.,FR
The program shall be free software for maximum public benefit through unrestricted redistribution.,NFR
"For copyright safety, all files shall include at least the copyright line.",NFR
The user shall be contactable by both electronic and paper mail.,NFR
Databases shall be protected by username and password authentication.,NFR
The program shall provide the user ease and functionality without any charge.,NFR
This program shall be your one-stop shop for getting things done and achieving peace of mind.,NFR
software shall be eco-friendly.,NFR
"It shall be usable by professionals, the unemployed, and students.",NFR
System shall find diverse applications.,NFR
This software shall be a great means for the ecosystem.,NFR
Developing this product native-first enables cross-platform functionality.,NFR
"Tasks shall be CRUDable (Create, Read, Update, Delete) across Windows PC, mobile apps (future implementation), and car systems (future implementation), with primary focus on the Windows PC experience.",NFR
The software shall offer an essential non-functional requirement highlighting its operation.,NFR
The software will only be operational when a user is registered.,NFR
Guest accounts shall not be allowed.,NFR
There shall be a feature to locate affiliated cinemas based on user's location for a chosen day.,FR
"Shall a city be selected, all theatres and movies showing on that day shall be listed.",FR
"If a movie is selected, there shall be a list of all theatres in that city where it is playing, along with show times.",FR
Users shall be able to book a movie through the service.,FR
"The service shall be able to show the seating arrangement and available seats, allowing users to book the desired number of seats.",FR
Users shall be able to put a hold on selected seats for five minutes before finalizing and making payment.,FR
There shall be an option for users to wait if they would like to see if tickets for a particular show might become available.,FR
Waiting customers shall be serviced in a fair First-Come-First-Served (FCFS) manner.,FR
The system shall use SSL in all transactions that include any confidential customer information.,NFR
The system shall automatically log out all customers after a period of inactivity.,NFR
The system shall not leave any cookies on the customers computer containing the users password.,NFR
The systems back-end servers shall only be accessible to authenticated administrators.,NFR
Sensitive data will be encrypted before being sent over insecure connections like the internet.,NFR
The system shall store all databases on redundant computers with automatic switchover.,NFR
The overall program shall be as reliable as its least reliable component.,NFR
The system's reliability shall be primarily dependent on a continuously maintained and updated database backup that reflects the latest changes.,NFR
"For the system to be stable, the container and its underlying operating system shall be stable.",NFR
"The system shall be designed for high availability and accessible via a web browser, with the only access interruptions occurring during scheduled server downtime.",NFR
"In the event of hardware failure or database corruption, a replacement page shall be displayed.",NFR
"Upon hardware failure or database corruption, administrator shall retrieve and save backups, followed by service restart for 24/7 availability.",NFR
A commercial database shall manage the data while the application server handles the website.,NFR
"In case of a failure, a re-initialization of program will be done.",NFR
The software shall be designed modularly to ensure efficient maintainability.,NFR
"The system shall run on PC, Laptops, and PDA etc.",NFR
"The system shall define what data can be entered, how it should be formatted, and any rules for validating the data.",FR
"The system shall document the functionality of each screen, how users interact with it, and how the system responds.",FR
The system shall outline the step-by-step process for completing tasks within the system.,FR
"The system shall specify the content, format, and criteria for generating reports and other data outputs.",FR
The system shall document who can enter data by defining user roles and permissions.,FR
The system shall be designed and implemented to meet relevant regulations and document how it complies.,FR
The system shall restrict the field to accept only numeric data entry.,FR
The system shall restrict the entry of dates in a specific field to only those prior to the current date.,FR
The system shall provide a mechanism for users to print the displayed data on a selected printer.,FR
The system shall require data entry to be completed before a request can be approved.,FR
The system shall move the request to the Approval Workflow upon clicking the Approve Button.,FR
All personnel using the system will be trained according to internal SOP AA-101.,FR
The database will have a functional audit trail.,FR
The system will limit access to authorized users.,FR
The system shall enable securing data within spreadsheets using electronic signatures.,FR
The system shall allow Data Entry group members to create requests but restrict approval and deletion permissions.,FR
The system shall allow the Managers group to enter/approve requests but deny deletion privileges.,FR
The system shall allow Administrators to delete requests but not enter or approve them.,FR
The system shall give the mediator privileges to schedule location and equipment resources.,FR
The system shall allow the mediator to negotiate a meeting date.,FR
The system shall allow the mediator to solve a date conflict.,FR
The system shall allow the mediator to negotiate a location / equipment.,FR
The system shall allow the mediator to solve a location conflict.,FR
The system shall allow the mediator to send and receive messages from users.,FR
The system shall allow the initiator to view the information of any meetings which they initiated.,FR
The system shall allow the initiator to cancel any meetings which they initiated.,FR
The system shall allow the initiator to send and receive messages from users.,FR
The system shall authenticate users at the beginning each session.,FR
The system shall allow the user to view their schedule.,FR
The system shall notify the user of any schedule changes.,FR
The system shall allow users to send and receive messages.,FR
The system shall request a user response to initiator or mediator messages.,FR
The system shall allow the user to modify the date preference set of an already submitted meeting response.,FR
The system shall allow the user to modify the location preference set of an already submitted meeting response.,FR
The system shall allow the user to modify the equipment requirement set of an already submitted meeting response.,FR
The system shall allow the user to modify the date exclusion set of an already submitted meeting response.,FR
The system shall allow the user to change the password.,FR
The system shall allow the user to view past attended meetings.,FR
The system shall allow the user to view pending meetings.,FR
The system shall show the meetings to the user in ascending time order by default.,FR
The system shall allow users to view equipment information.,FR
The system shall allow the user to change the password.,FR
The system shall allow the user to change following personal contact information:,FR
The system shall allow the user to customize the following interface settings.,FR
The system shall allow the user to view past attended meetings.,FR
The system shall allow the user to view pending meetings.,FR
1.1.1.1 The system shall allow user to specify custom meeting locations.,FR
The system shall allow users to view location information.,FR
The system shall allow users to search for available distributed location templates(if any).,FR
The system shall allow the user to specify an ascending or descending sorting order when viewing meetings.,FR
The system shall notify all involved participants if any the following information about the meeting is modified.,FR
The system shall allow users to act on behalf of another user.,FR
The system shall allow users to view information concerning the available distributed location templates(if any).,FR
Users shall be required to log into the system for all operations except the operations on the login page.,FR
The system shall restrict the user's operation within its user role.,FR
The system shall run on Windows Server 2003.,FR
The system shall be compatible with IIS6.0 and above or Apache 2.0 and above.,FR
"The system shall conform to HTML standards and therefore support different web browsers including, but not limited to Internet Explorer, Firefox, Opera and Safari.",FR
"The system shall define data for monitoring digital wellbeing metrics (e.g., app usage, sleep patterns).",FR
"The system shall provide screens to view tracked metrics, set goals, and configure monitoring settings.",FR
"The system shall allow users to track app usage, monitor sleep patterns, and manage screen time limits.",FR
The system shall prompt users to take breaks based on predefined settings or usage patterns.,FR
The system shall generate reports and visualizations to track progress towards digital wellbeing goals.,FR
"The system shall implement user authentication and access controls based on user roles (e.g., standard user, administrator).",FR
The system shall respond to user interactions with minimal latency.,NFR
The system shall be highly available and minimize downtime.,NFR
The system shall be scalable to accommodate a growing user base.,NFR
"The system shall protect user data with robust security measures (e.g., encryption).",NFR
The system shall provide an intuitive and user-friendly interface.,NFR
The system shall collect and store user data in accordance with privacy regulations and user consent.,NFR
The system (PowerPoint) shall allow users to create and edit text content for slides.,FR
"The system shall allow users to import and manage various data formats like images, videos, and audio files within presentations.",FR
The system shall allow users to define layouts and themes for presentations.,FR
The system shall allow users to create new presentations or open existing ones.,FR
"The system shall allow users to insert, edit, and delete slides within a presentation.",FR
"The system shall provide various formatting options for text, images, and other content elements on slides.",FR
The system shall allow users to define transitions and animations for slides within a presentation.,FR
The system shall allow users to insert speaker notes for slides.,FR
"The system shall allow users to create a presentation by adding slides, defining content, and applying formatting.",FR
The system shall allow users to collaborate on presentations by sharing and editing them with others.,FR
"The system shall allow users to deliver presentations in various modes, including full-screen mode and slide sorter view.",FR
